status,founded_at,funding_rounds,funding_total_usd,milestones,relationships,lat,lng,category_code_biotech,category_code_consulting,category_code_ecommerce,category_code_education,category_code_enterprise,category_code_games_video,category_code_hardware,category_code_mobile,category_code_network_hosting,category_code_other,category_code_public_relations,category_code_search,category_code_software,category_code_web,country_code_AUS,country_code_BRA,country_code_CAN,country_code_DEU,country_code_ESP,country_code_FRA,country_code_GBR,country_code_IND,country_code_IRL,country_code_ISR,country_code_NLD,country_code_USA,country_code_other,isClosed,active_days
operating,2012,1.8055749737853897,15821666.948402228,4.0,3.0,36.0318578,-84.027655,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,6205.0
operating,2004,1.8055749737853897,15821666.948402228,1.0,1.0,-35.2962556,139.038277,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5110.0
operating,2006,2.0,11300000.0,1.4158958061404006,2.0,42.0189894,-71.0078215,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,6935.0
operating,2004,2.0,15821666.948402228,1.4158958061404006,4.0,29.7604267,-95.3698028,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,12775.0
operating,2006,2.0,414840.0,1.4158958061404006,2.0,48.856614,2.3522219,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,4745.0
operating,2008,1.8055749737853897,15821666.948402228,1.0,1.0,35.6092261,139.7301861,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3650.0
operating,2004,1.0,1500000.0,1.0,8.0,47.6101497,-122.2015159,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,6205.0
operating,2006,1.0,2500000.0,2.0,7.0,37.7749295,-122.4194155,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,6570.0
operating,2007,1.8055749737853897,15821666.948402228,1.4158958061404006,2.0,12.9715987,77.5945627,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,4745.0
operating,2006,1.8055749737853897,15821666.948402228,1.4158958061404006,1.0,30.0444196,31.2357116,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,8395.0
operating,2004,1.0,15821666.948402228,1.0,9.0,47.6101497,-122.2015159,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,5110.0
operating,2008,1.8055749737853897,15821666.948402228,1.4158958061404006,2.0,32.0852999,34.7817676,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,4380.0
operating,1983,1.8055749737853897,15821666.948402228,1.4158958061404006,1.0,43.0717552,-70.7625532,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,5475.0
operating,2007,1.8055749737853897,15821666.948402228,1.0,3.0,42.4894801,-83.1446485,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,8760.0
operating,2001,1.8055749737853897,15821666.948402228,1.4158958061404006,3.0,42.6334247,-71.3161718,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,15695.0
operating,2002,1.8055749737853897,15821666.948402228,2.0,1.0,40.5753817,-74.3223703,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,6205.0
operating,2008,1.8055749737853897,15821666.948402228,1.4158958061404006,3.0,51.5073509,-0.1277583,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,4745.0
acquired,1986,1.8055749737853897,15821666.948402228,1.4158958061404006,1.0,41.3253756,-72.1931338,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4015.0
operating,2004,1.8055749737853897,15821666.948402228,1.4158958061404006,1.0,13.7563309,100.5017651,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5110.0
acquired,2005,7.0,121500000.0,3.0,45.0,42.3600825,-71.0588801,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3650.0
operating,1998,1.8055749737853897,15821666.948402228,1.4158958061404006,4.0,51.5073509,-0.1277583,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,7665.0
operating,2011,1.0,40000.0,1.0,5.0,37.7749295,-122.4194155,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,5110.0
operating,1996,2.0,840000.0,1.4158958061404006,19.0,42.2695216,-71.6161294,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,5475.0
operating,2008,1.8055749737853897,15821666.948402228,3.0,5.0,37.8590937,-122.4852507,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,4745.0
operating,2003,3.0,95097200.0,3.0,28.0,37.7749295,-122.4194155,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,4015.0
operating,2007,1.8055749737853897,15821666.948402228,2.0,10.0,40.7127753,-74.0059728,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,5110.0
operating,2011,1.8055749737853897,15821666.948402228,1.0,2.0,48.2081743,16.3738189,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5110.0
operating,2011,1.8055749737853897,15821666.948402228,1.0,2.0,32.5631924,-97.1416768,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,5110.0
operating,2008,1.8055749737853897,15821666.948402228,1.0,5.0,51.8968917,-8.4863157,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,7300.0
operating,1998,1.8055749737853897,15821666.948402228,1.0,2.0,52.4739306,6.0681758,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,5475.0
operating,2007,1.0,350000.0,1.0,2.0,37.4529598,-122.1817252,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,6935.0
operating,2007,1.0,15821666.948402228,2.0,5.0,37.7749295,-122.4194155,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,8030.0
operating,2006,1.8055749737853897,15821666.948402228,1.0,1.0,53.8007554,-1.5490774,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,4745.0
operating,2008,1.8055749737853897,15821666.948402228,1.4158958061404006,1.0,37.8043637,-122.2711137,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,15330.0
operating,1978,1.8055749737853897,15821666.948402228,1.0,4.0,34.0380784,-84.5815717,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,4745.0
operating,2004,1.8055749737853897,15821666.948402228,1.0,1.0,51.41233,-0.300689,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,5110.0
operating,2008,1.0,3100000.0,3.0,5.0,37.36883,-122.0363496,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3650.0
operating,2010,1.8055749737853897,15821666.948402228,1.0,2.0,52.3702157,4.8951679,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,3650.0
operating,2007,1.8055749737853897,15821666.948402228,1.0,2.0,37.7749295,-122.4194155,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,8030.0
operating,2011,1.8055749737853897,15821666.948402228,1.0,3.0,41.223,-111.9738304,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,8760.0
operating,1999,1.8055749737853897,15821666.948402228,1.0,3.0,31.8087678,-85.969951,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,4745.0
operating,1978,1.8055749737853897,15821666.948402228,1.0,5.0,37.4418834,-122.1430195,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,4015.0
closed,2007,1.0,100000.0,1.0,1.0,37.3860517,-122.0838511,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5110.0
operating,2008,1.8055749737853897,15821666.948402228,1.0,3.0,33.1580933,-117.3505939,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,7300.0
operating,2004,3.0,3933515.0,1.0,2.0,59.3293235,18.0685808,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4745.0
operating,2001,1.8055749737853897,15821666.948402228,1.4158958061404006,4.0,26.7153424,-80.0533746,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,4745.0
operating,2007,1.0,280000.0,2.0,2.0,35.9606384,-83.9207392,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,5840.0
closed,2006,1.0,5000000.0,5.0,3.0,51.8266853,6.58762,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4380.0
operating,2006,5.0,46400000.0,2.0,20.0,42.3600825,-71.0588801,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,6935.0
closed,2008,1.8055749737853897,15821666.948402228,1.0,2.0,32.715738,-117.1610838,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4745.0
operating,2008,1.8055749737853897,15821666.948402228,1.0,3.0,37.7749295,-122.4194155,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,5475.0
operating,2010,2.0,182500.0,1.4158958061404006,3.0,40.2968979,-111.6946475,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,4015.0
ipo,2008,1.8055749737853897,15821666.948402228,4.0,100.0,40.7127753,-74.0059728,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,5475.0
operating,2007,1.8055749737853897,15821666.948402228,3.0,8.0,37.7749295,-122.4194155,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,4380.0
operating,2008,2.0,4815940.0,1.4158958061404006,4.0,30.267153,-97.7430608,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,5110.0
operating,2001,1.0,15821666.948402228,1.0,1.0,45.487062,-122.8037102,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3650.0
operating,2008,2.0,16000000.0,3.0,8.0,35.6894875,139.6917064,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5110.0
operating,2008,1.8055749737853897,15821666.948402228,1.4158958061404006,3.0,41.8781136,-87.6297982,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3650.0
operating,2010,1.8055749737853897,15821666.948402228,1.4158958061404006,5.0,26.1275862,-80.2331036,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,5110.0
closed,2006,1.0,1613875.0,1.4158958061404006,3.0,60.1698557,24.9383791,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5475.0
acquired,2002,1.8055749737853897,15821666.948402228,1.0,3.0,37.7749295,-122.4194155,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3650.0
operating,1971,1.8055749737853897,15821666.948402228,3.0,23.0,40.7127753,-74.0059728,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,12410.0
operating,1999,2.0,30772029.0,2.0,15.0,51.5073509,-0.1277583,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,18250.0
operating,2007,1.8055749737853897,15821666.948402228,1.4158958061404006,2.0,26.3683064,-80.1289321,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,5475.0
operating,2008,1.0,15821666.948402228,1.4158958061404006,6.0,38.7881062,-90.4974359,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,8395.0
operating,1998,1.8055749737853897,15821666.948402228,1.0,1.0,33.4941704,-111.9260519,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,5475.0
operating,2009,1.0,720000.0,1.0,3.0,55.755826,37.6172999,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3650.0
operating,2008,1.8055749737853897,15821666.948402228,1.0,3.0,51.5073509,-0.1277583,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,4745.0
operating,2007,2.0,4350000.0,1.4158958061404006,2.0,40.7127753,-74.0059728,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,730.0
acquired,2011,3.0,4000000.0,2.0,7.0,40.7127753,-74.0059728,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4745.0
operating,2011,3.0,3268000.0,1.0,9.0,40.7127753,-74.0059728,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,6570.0
operating,1997,1.0,8500000.0,1.0,2.0,42.3370413,-71.2092214,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3650.0
operating,2011,1.8055749737853897,15821666.948402228,1.0,2.0,37.3860517,-122.0838511,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,5110.0
operating,2011,1.8055749737853897,15821666.948402228,1.0,3.0,40.2968979,-111.6946475,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,6935.0
acquired,2011,1.0,250000.0,1.0,2.0,37.7749295,-122.4194155,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5110.0
operating,2011,1.8055749737853897,15821666.948402228,1.0,3.0,27.950575,-82.4571776,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,4745.0
acquired,2008,3.0,1310000.0,2.0,12.0,40.7127753,-74.0059728,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4380.0
operating,2001,1.8055749737853897,15821666.948402228,1.0,1.0,32.7766642,-96.7969879,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,7665.0
acquired,1999,2.0,44925050.0,1.0,5.0,40.7127753,-74.0059728,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5110.0
acquired,2011,1.8055749737853897,15821666.948402228,1.0,2.0,1.352083,103.819836,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3650.0
operating,2008,1.8055749737853897,15821666.948402228,3.0,4.0,37.4418834,-122.1430195,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,4745.0
operating,2008,1.0,800000.0,1.4158958061404006,5.0,37.7749295,-122.4194155,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,4745.0
operating,2008,1.8055749737853897,15821666.948402228,1.4158958061404006,1.0,39.9525839,-75.1652215,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,8030.0
operating,2010,1.8055749737853897,15821666.948402228,2.0,2.0,27.950575,-82.4571776,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,4380.0
operating,2010,1.8055749737853897,15821666.948402228,1.4158958061404006,1.0,38.3408299,-122.31972,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3650.0
operating,2007,1.8055749737853897,15821666.948402228,3.0,2.0,37.7749295,-122.4194155,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,7665.0
operating,2001,1.8055749737853897,15821666.948402228,1.4158958061404006,9.0,37.7749295,-122.4194155,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,8760.0
operating,2001,1.0,10200000.0,1.4158958061404006,2.0,42.2917069,-85.5872286,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,4380.0
operating,2003,1.8055749737853897,15821666.948402228,1.4158958061404006,10.0,37.3852183,-122.1141298,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,4745.0
closed,2006,1.0,205000.0,1.4158958061404006,1.0,38.6270025,-90.1994042,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5110.0
closed,2008,1.8055749737853897,15821666.948402228,1.4158958061404006,1.0,42.3317642,-71.1211635,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6935.0
operating,2008,1.0,1000000.0,2.0,3.0,37.7749295,-122.4194155,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,7665.0
acquired,2007,3.0,15286415.0,1.0,2.0,36.1626638,-86.7816016,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3650.0
operating,2007,3.0,27000000.0,1.0,13.0,37.5629917,-122.3255254,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,9125.0
operating,2005,5.0,37570663.0,2.0,4.0,38.0405837,-84.5037164,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,6570.0
operating,2008,1.8055749737853897,15821666.948402228,1.0,2.0,51.5073509,-0.1277583,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,13505.0
operating,2009,2.0,3500000.0,3.0,9.0,57.70887,11.97456,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5110.0
ipo,1969,1.8055749737853897,15821666.948402228,2.0,27.0,34.7464809,-92.2895948,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,7300.0
acquired,2006,1.0,15821666.948402228,1.4158958061404006,3.0,37.8718992,-122.2585399,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6935.0
operating,2006,1.0,230000.0,1.4158958061404006,3.0,40.5141147,-112.0329938,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,5840.0
closed,2006,1.0,375000.0,1.4158958061404006,3.0,34.4358294,-119.8276389,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4745.0
operating,2009,1.0,450000.0,1.0,2.0,64.1265206,-21.8174392,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5840.0
acquired,2008,5.0,142000000.0,3.0,38.0,37.7749295,-122.4194155,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5110.0
operating,2009,1.8055749737853897,15821666.948402228,1.0,5.0,37.566535,126.9779692,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4745.0
operating,2008,1.8055749737853897,15821666.948402228,1.4158958061404006,2.0,32.9628232,-117.0358646,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,8030.0
acquired,2007,3.0,14229998.0,3.0,14.0,37.7749295,-122.4194155,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6935.0
operating,2011,1.8055749737853897,15821666.948402228,1.0,1.0,41.0082376,28.9783589,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3650.0
operating,2007,1.8055749737853897,15821666.948402228,1.4158958061404006,2.0,47.6768927,-122.2059833,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,4745.0
operating,2007,1.0,500000.0,2.0,6.0,37.7749295,-122.4194155,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,5110.0
operating,2011,1.8055749737853897,15821666.948402228,1.0,6.0,41.49932,-81.6943605,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,14600.0
operating,2007,1.8055749737853897,15821666.948402228,1.4158958061404006,3.0,52.3702157,4.8951679,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,3650.0
operating,2006,1.8055749737853897,15821666.948402228,1.0,4.0,55.6760968,12.5683372,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,7665.0
operating,2011,1.0,100000.0,2.0,1.0,35.2270869,-80.8431267,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,6205.0
operating,2007,1.8055749737853897,15821666.948402228,1.0,1.0,40.7259336,-73.5142921,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,4745.0
operating,2005,1.8055749737853897,15821666.948402228,1.0,1.0,37.6624312,-121.8746789,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,9490.0
operating,2008,2.0,27100000.0,1.0,1.0,39.0337882,-94.6174783,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,14235.0
operating,2006,4.0,57735800.0,4.0,50.0,40.4167754,-3.7037902,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,5110.0
